full_text,cleaning,case_folding,tokenize,filtering/stopword removal,steaming_data
Gw sama adek gw g terlalu deket selama di Indo krn sibuk masing2. Tp pas w iisma di yg kebetulan kampus dia juga gw jadi bs sering hang. Dan tbh gw sama dia banyak hal yg sama krn selama ini gw baru nyadar dia nyontoh gw a lot. Kyk during my time there we got a lot closer https://t.co/limQG48hWu,Gw sama adek gw g terlalu deket selama di Indo krn sibuk masing Tp pas w iisma di yg kebetulan kampus dia juga gw jadi bs sering hang Dan tbh gw sama dia banyak hal yg sama krn selama ini gw baru nyadar dia nyontoh gw a lot Kyk during my time there we got a lot closer ,gw sama adek gw g terlalu deket selama di indo krn sibuk masing tp pas w iisma di yg kebetulan kampus dia juga gw jadi bs sering hang dan tbh gw sama dia banyak hal yg sama krn selama ini gw baru nyadar dia nyontoh gw a lot kyk during my time there we got a lot closer ,"['gw', 'sama', 'adek', 'gw', 'g', 'terlalu', 'deket', 'selama', 'di', 'indo', 'krn', 'sibuk', 'masing', 'tp', 'pas', 'w', 'iisma', 'di', 'yg', 'kebetulan', 'kampus', 'dia', 'juga', 'gw', 'jadi', 'bs', 'sering', 'hang', 'dan', 'tbh', 'gw', 'sama', 'dia', 'banyak', 'hal', 'yg', 'sama', 'krn', 'selama', 'ini', 'gw', 'baru', 'nyadar', 'dia', 'nyontoh', 'gw', 'a', 'lot', 'kyk', 'during', 'my', 'time', 'there', 'we', 'got', 'a', 'lot', 'closer']","['gw', 'adek', 'gw', 'g', 'deket', 'indo', 'krn', 'sibuk', 'tp', 'pas', 'w', 'iisma', 'yg', 'kampus', 'gw', 'bs', 'hang', 'tbh', 'gw', 'yg', 'krn', 'gw', 'nyadar', 'nyontoh', 'gw', 'a', 'lot', 'kyk', 'during', 'my', 'time', 'there', 'we', 'got', 'a', 'lot', 'closer']",gw adek gw g deket indo krn sibuk tp pas w iisma yg kampus gw bs hang tbh gw yg krn gw nyadar nyontoh gw a lot kyk during my time there we got a lot closer
@avrch1ves haloo kak mau tanya2 tentang iisma di dm apakah boleh? karena aku mau cari tau lebih tysm^^,avrchves haloo kak mau tanya tentang iisma di dm apakah boleh karena aku mau cari tau lebih tysm,avrchves haloo kak mau tanya tentang iisma di dm apakah boleh karena aku mau cari tau lebih tysm,"['avrchves', 'haloo', 'kak', 'mau', 'tanya', 'tentang', 'iisma', 'di', 'dm', 'apakah', 'boleh', 'karena', 'aku', 'mau', 'cari', 'tau', 'lebih', 'tysm']","['avrchves', 'haloo', 'kak', 'iisma', 'dm', 'cari', 'tau', 'tysm']",avrchves haloo kak iisma dm cari tau tysm
gw kaga lolos iisma masa gw bilang ngapain lo anjing pada pamer ew ??? ,gw kaga lolos iisma masa gw bilang ngapain lo anjing pada pamer ew  ,gw kaga lolos iisma masa gw bilang ngapain lo anjing pada pamer ew  ,"['gw', 'kaga', 'lolos', 'iisma', 'masa', 'gw', 'bilang', 'ngapain', 'lo', 'anjing', 'pada', 'pamer', 'ew']","['gw', 'kaga', 'lolos', 'iisma', 'gw', 'bilang', 'ngapain', 'lo', 'anjing', 'pamer', 'ew']",gw kaga lolos iisma gw bilang ngapain lo anjing pamer ew
Gue iri terus dari dulu liat temen snm sbmnya ijo liat temen keterima mandiri ptn liat temen keterima iisma. Tapi yaudah kek they worked hard for that themselves no? They got every right to be happy and share it to socmed. Gue sih off socmed dulu dan besok2nya baru nyelametin.,Gue iri terus dari dulu liat temen snm sbmnya ijo liat temen keterima mandiri ptn liat temen keterima iisma Tapi yaudah kek they worked hard for that themselves no They got every right to be happy and share it to socmed Gue sih off socmed dulu dan besoknya baru nyelametin,gue iri terus dari dulu liat temen snm sbmnya ijo liat temen keterima mandiri ptn liat temen keterima iisma tapi yaudah kek they worked hard for that themselves no they got every right to be happy and share it to socmed gue sih off socmed dulu dan besoknya baru nyelametin,"['gue', 'iri', 'terus', 'dari', 'dulu', 'liat', 'temen', 'snm', 'sbmnya', 'ijo', 'liat', 'temen', 'keterima', 'mandiri', 'ptn', 'liat', 'temen', 'keterima', 'iisma', 'tapi', 'yaudah', 'kek', 'they', 'worked', 'hard', 'for', 'that', 'themselves', 'no', 'they', 'got', 'every', 'right', 'to', 'be', 'happy', 'and', 'share', 'it', 'to', 'socmed', 'gue', 'sih', 'off', 'socmed', 'dulu', 'dan', 'besoknya', 'baru', 'nyelametin']","['gue', 'iri', 'liat', 'temen', 'snm', 'sbmnya', 'ijo', 'liat', 'temen', 'keterima', 'mandiri', 'ptn', 'liat', 'temen', 'keterima', 'iisma', 'yaudah', 'kek', 'they', 'worked', 'hard', 'for', 'that', 'themselves', 'no', 'they', 'got', 'every', 'right', 'to', 'be', 'happy', 'and', 'share', 'it', 'to', 'socmed', 'gue', 'sih', 'off', 'socmed', 'besoknya', 'nyelametin']",gue iri liat temen snm sbmnya ijo liat temen terima mandiri ptn liat temen terima iisma yaudah kek they worked hard for that themselves no they got every right to be happy and share it to socmed gue sih off socmed besok nyelametin
@wowzalive bandung itu pergerakannya slow living gitu,wowzalive bandung itu pergerakannya slow living gitu,wowzalive bandung itu pergerakannya slow living gitu,"['wowzalive', 'bandung', 'itu', 'pergerakannya', 'slow', 'living', 'gitu']","['wowzalive', 'bandung', 'pergerakannya', 'slow', 'living', 'gitu']",wowzalive bandung gera slow living gitu
@BeastJaeyun @BelleSeeun Dudung dosen HarvardYuniversiti nanti Dudung yang ngajarin awardee IISMA.,BeastJaeyun BelleSeeun Dudung dosen HarvardYuniversiti nanti Dudung yang ngajarin awardee IISMA,beastjaeyun belleseeun dudung dosen harvardyuniversiti nanti dudung yang ngajarin awardee iisma,"['beastjaeyun', 'belleseeun', 'dudung', 'dosen', 'harvardyuniversiti', 'nanti', 'dudung', 'yang', 'ngajarin', 'awardee', 'iisma']","['beastjaeyun', 'belleseeun', 'dudung', 'dosen', 'harvardyuniversiti', 'dudung', 'ngajarin', 'awardee', 'iisma']",beastjaeyun belleseeun dudung dosen harvardyuniversiti dudung ngajarin awardee iisma
Fase kuliah: Sem 1: anjay masuk ugm tapi online :( Sem 2: stress bgt di rumah trs fomo sm org2 yg udh selesai Sem 3: FINALLY OFFLINE! main sana sini sibuk panit Sem 4: PSDMO PRK SIAPIN IISMA STRES DIKIT Sem 5: iisma 🇭🇺️️‍ Sem 6: TPS tapi agak gabut jadi bergumul 24/7,Fase kuliah Sem  anjay masuk ugm tapi online  Sem  stress bgt di rumah trs fomo sm org yg udh selesai Sem  FINALLY OFFLINE main sana sini sibuk panit Sem  PSDMO PRK SIAPIN IISMA STRES DIKIT Sem  iisma  Sem  TPS tapi agak gabut jadi bergumul ,fase kuliah sem  anjay masuk ugm tapi online  sem  stress bgt di rumah trs fomo sm org yg udh selesai sem  finally offline main sana sini sibuk panit sem  psdmo prk siapin iisma stres dikit sem  iisma  sem  tps tapi agak gabut jadi bergumul ,"['fase', 'kuliah', 'sem', 'anjay', 'masuk', 'ugm', 'tapi', 'online', 'sem', 'stress', 'bgt', 'di', 'rumah', 'trs', 'fomo', 'sm', 'org', 'yg', 'udh', 'selesai', 'sem', 'finally', 'offline', 'main', 'sana', 'sini', 'sibuk', 'panit', 'sem', 'psdmo', 'prk', 'siapin', 'iisma', 'stres', 'dikit', 'sem', 'iisma', 'sem', 'tps', 'tapi', 'agak', 'gabut', 'jadi', 'bergumul']","['fase', 'kuliah', 'sem', 'anjay', 'masuk', 'ugm', 'online', 'sem', 'stress', 'bgt', 'rumah', 'trs', 'fomo', 'sm', 'org', 'yg', 'udh', 'selesai', 'sem', 'finally', 'offline', 'main', 'sibuk', 'panit', 'sem', 'psdmo', 'prk', 'siapin', 'iisma', 'stres', 'dikit', 'sem', 'iisma', 'sem', 'tps', 'gabut', 'bergumul']",fase kuliah sem anjay masuk ugm online sem stress bgt rumah trs fomo sm org yg udh selesai sem finally offline main sibuk panit sem psdmo prk siapin iisma stres dikit sem iisma sem tps gabut gumul
Mungkin itu gunanya IISMA dan LPDP LN,Mungkin itu gunanya IISMA dan LPDP LN,mungkin itu gunanya iisma dan lpdp ln,"['mungkin', 'itu', 'gunanya', 'iisma', 'dan', 'lpdp', 'ln']","['gunanya', 'iisma', 'lpdp', 'ln']",guna iisma lpdp ln
klo taun dpn msh ada iisma mrk wajib partner up w hong kong uni sih one of the best school in asia and I LOVE HK,klo taun dpn msh ada iisma mrk wajib partner up w hong kong uni sih one of the best school in asia and I LOVE HK,klo taun dpn msh ada iisma mrk wajib partner up w hong kong uni sih one of the best school in asia and i love hk,"['klo', 'taun', 'dpn', 'msh', 'ada', 'iisma', 'mrk', 'wajib', 'partner', 'up', 'w', 'hong', 'kong', 'uni', 'sih', 'one', 'of', 'the', 'best', 'school', 'in', 'asia', 'and', 'i', 'love', 'hk']","['klo', 'taun', 'dpn', 'msh', 'iisma', 'mrk', 'wajib', 'partner', 'up', 'w', 'hong', 'kong', 'uni', 'sih', 'one', 'of', 'the', 'best', 'school', 'in', 'asia', 'and', 'i', 'love', 'hk']",klo taun dpn msh iisma mrk wajib partner up w hong kong uni sih one of the best school in asia and i love hk
plisss rep cari mutualan yg mau ikut MSIB7,plisss rep cari mutualan yg mau ikut MSIB,plisss rep cari mutualan yg mau ikut msib,"['plisss', 'rep', 'cari', 'mutualan', 'yg', 'mau', 'ikut', 'msib']","['plisss', 'rep', 'cari', 'mutualan', 'yg', 'msib']",plisss rep cari mutualan yg msib
@pentolkuriya Anak iisma ko blumm tdur miii,pentolkuriya Anak iisma ko blumm tdur miii,pentolkuriya anak iisma ko blumm tdur miii,"['pentolkuriya', 'anak', 'iisma', 'ko', 'blumm', 'tdur', 'miii']","['pentolkuriya', 'anak', 'iisma', 'ko', 'blumm', 'tdur', 'miii']",pentolkuriya anak iisma ko blumm tdur miii
mau punya temen iisma ke RRC biar punya gantungan kunci mao ze dong sama kaos xi jinping,mau punya temen iisma ke RRC biar punya gantungan kunci mao ze dong sama kaos xi jinping,mau punya temen iisma ke rrc biar punya gantungan kunci mao ze dong sama kaos xi jinping,"['mau', 'punya', 'temen', 'iisma', 'ke', 'rrc', 'biar', 'punya', 'gantungan', 'kunci', 'mao', 'ze', 'dong', 'sama', 'kaos', 'xi', 'jinping']","['temen', 'iisma', 'rrc', 'biar', 'gantungan', 'kunci', 'mao', 'ze', 'kaos', 'xi', 'jinping']",temen iisma rrc biar gantung kunci mao ze kaos xi jinping
@woonhakthekid ANJRITTT dua kata lucu: jaehyun iisma,woonhakthekid ANJRITTT dua kata lucu jaehyun iisma,woonhakthekid anjrittt dua kata lucu jaehyun iisma,"['woonhakthekid', 'anjrittt', 'dua', 'kata', 'lucu', 'jaehyun', 'iisma']","['woonhakthekid', 'anjrittt', 'lucu', 'jaehyun', 'iisma']",woonhakthekid anjrittt lucu jaehyun iisma
@shaldndra Kykk region aku disuru buat gtt utk dikirimin ke host uni kitaaaa,shaldndra Kykk region aku disuru buat gtt utk dikirimin ke host uni kitaaaa,shaldndra kykk region aku disuru buat gtt utk dikirimin ke host uni kitaaaa,"['shaldndra', 'kykk', 'region', 'aku', 'disuru', 'buat', 'gtt', 'utk', 'dikirimin', 'ke', 'host', 'uni', 'kitaaaa']","['shaldndra', 'kykk', 'region', 'disuru', 'gtt', 'utk', 'dikirimin', 'host', 'uni', 'kitaaaa']",shaldndra kykk region disuru gtt utk dikirimin host uni kitaaaa
@author_wetpet MWAH,authorwetpet MWAH,authorwetpet mwah,"['authorwetpet', 'mwah']","['authorwetpet', 'mwah']",authorwetpet mwah
@IISMAfess btw jgn lgsg gerak sndiri buat urusan ini lbh baik semua komunikasi ke host uni atau pihak iisma satu jalur via sr saja (tp klo km sr baiklah),IISMAfess btw jgn lgsg gerak sndiri buat urusan ini lbh baik semua komunikasi ke host uni atau pihak iisma satu jalur via sr saja tp klo km sr baiklah,iismafess btw jgn lgsg gerak sndiri buat urusan ini lbh baik semua komunikasi ke host uni atau pihak iisma satu jalur via sr saja tp klo km sr baiklah,"['iismafess', 'btw', 'jgn', 'lgsg', 'gerak', 'sndiri', 'buat', 'urusan', 'ini', 'lbh', 'baik', 'semua', 'komunikasi', 'ke', 'host', 'uni', 'atau', 'pihak', 'iisma', 'satu', 'jalur', 'via', 'sr', 'saja', 'tp', 'klo', 'km', 'sr', 'baiklah']","['iismafess', 'btw', 'jgn', 'lgsg', 'gerak', 'sndiri', 'urusan', 'lbh', 'komunikasi', 'host', 'uni', 'iisma', 'jalur', 'via', 'sr', 'tp', 'klo', 'km', 'sr', 'baiklah']",iismafess btw jgn lgsg gerak sndiri urus lbh komunikasi host uni iisma jalur via sr tp klo km sr baik
kadang gw ada niatan mw pake identitas asli di akun ini AWAOKWKWKWK,kadang gw ada niatan mw pake identitas asli di akun ini AWAOKWKWKWK,kadang gw ada niatan mw pake identitas asli di akun ini awaokwkwkwk,"['kadang', 'gw', 'ada', 'niatan', 'mw', 'pake', 'identitas', 'asli', 'di', 'akun', 'ini', 'awaokwkwkwk']","['kadang', 'gw', 'niatan', 'mw', 'pake', 'identitas', 'asli', 'akun', 'awaokwkwkwk']",kadang gw niat mw pake identitas asli akun awaokwkwkwk
IISMA! adakah yang belum dapet email dari host uni kalian? Kalo kek gini berarti harus ngirim email ke host uni duluan ya?,IISMA adakah yang belum dapet email dari host uni kalian Kalo kek gini berarti harus ngirim email ke host uni duluan ya,iisma adakah yang belum dapet email dari host uni kalian kalo kek gini berarti harus ngirim email ke host uni duluan ya,"['iisma', 'adakah', 'yang', 'belum', 'dapet', 'email', 'dari', 'host', 'uni', 'kalian', 'kalo', 'kek', 'gini', 'berarti', 'harus', 'ngirim', 'email', 'ke', 'host', 'uni', 'duluan', 'ya']","['iisma', 'adakah', 'dapet', 'email', 'host', 'uni', 'kalo', 'kek', 'gini', 'ngirim', 'email', 'host', 'uni', 'duluan', 'ya']",iisma ada dapet email host uni kalo kek gin ngirim email host uni duluan ya
gw cape bgt jd pgn (utk pelarian) bikin thread/konten/tulisan ngebedah my iisma prep,gw cape bgt jd pgn utk pelarian bikin threadkontentulisan ngebedah my iisma prep,gw cape bgt jd pgn utk pelarian bikin threadkontentulisan ngebedah my iisma prep,"['gw', 'cape', 'bgt', 'jd', 'pgn', 'utk', 'pelarian', 'bikin', 'threadkontentulisan', 'ngebedah', 'my', 'iisma', 'prep']","['gw', 'cape', 'bgt', 'jd', 'pgn', 'utk', 'pelarian', 'bikin', 'threadkontentulisan', 'ngebedah', 'my', 'iisma', 'prep']",gw cape bgt jd pgn utk lari bikin threadkontentulisan ngebedah my iisma prep
guys ini ktp dah pada diganti/isi? apa nunggu disuruh ajah iisma! https://t.co/tpOKVqAKWA,guys ini ktp dah pada digantiisi apa nunggu disuruh ajah iisma ,guys ini ktp dah pada digantiisi apa nunggu disuruh ajah iisma ,"['guys', 'ini', 'ktp', 'dah', 'pada', 'digantiisi', 'apa', 'nunggu', 'disuruh', 'ajah', 'iisma']","['guys', 'ktp', 'dah', 'digantiisi', 'nunggu', 'disuruh', 'ajah', 'iisma']",guys ktp dah digantiisi nunggu suruh ajah iisma
Gak tau tiba-tiba pengen nangis. Setelah ikut pelatihan KTI PILMAPRES kembaliin laptop teman sampai kos langsung ngerasa mau nangis... Belum lagi buka WhatsApp ada banyak chat masuk tentang deadline kegiatan dan tugas. Capek mau nelpon mamak juga sudah gak ada tenaga,Gak tau tibatiba pengen nangis Setelah ikut pelatihan KTI PILMAPRES kembaliin laptop teman sampai kos langsung ngerasa mau nangis Belum lagi buka WhatsApp ada banyak chat masuk tentang deadline kegiatan dan tugas Capek mau nelpon mamak juga sudah gak ada tenaga,gak tau tibatiba pengen nangis setelah ikut pelatihan kti pilmapres kembaliin laptop teman sampai kos langsung ngerasa mau nangis belum lagi buka whatsapp ada banyak chat masuk tentang deadline kegiatan dan tugas capek mau nelpon mamak juga sudah gak ada tenaga,"['gak', 'tau', 'tibatiba', 'pengen', 'nangis', 'setelah', 'ikut', 'pelatihan', 'kti', 'pilmapres', 'kembaliin', 'laptop', 'teman', 'sampai', 'kos', 'langsung', 'ngerasa', 'mau', 'nangis', 'belum', 'lagi', 'buka', 'whatsapp', 'ada', 'banyak', 'chat', 'masuk', 'tentang', 'deadline', 'kegiatan', 'dan', 'tugas', 'capek', 'mau', 'nelpon', 'mamak', 'juga', 'sudah', 'gak', 'ada', 'tenaga']","['gak', 'tau', 'tibatiba', 'pengen', 'nangis', 'pelatihan', 'kti', 'pilmapres', 'kembaliin', 'laptop', 'teman', 'kos', 'langsung', 'ngerasa', 'nangis', 'buka', 'whatsapp', 'chat', 'masuk', 'deadline', 'kegiatan', 'tugas', 'capek', 'nelpon', 'mamak', 'gak', 'tenaga']",gak tau tibatiba ken nang latih kti pilmapres kembaliin laptop teman kos langsung ngerasa nang buka whatsapp chat masuk deadline giat tugas capek nelpon mamak gak tenaga
temen temen iisma aku mau ganti akun nih jadi rant krn gk kepake jd baiknya kalian bub ak aja yh trimss~,temen temen iisma aku mau ganti akun nih jadi rant krn gk kepake jd baiknya kalian bub ak aja yh trimss,temen temen iisma aku mau ganti akun nih jadi rant krn gk kepake jd baiknya kalian bub ak aja yh trimss,"['temen', 'temen', 'iisma', 'aku', 'mau', 'ganti', 'akun', 'nih', 'jadi', 'rant', 'krn', 'gk', 'kepake', 'jd', 'baiknya', 'kalian', 'bub', 'ak', 'aja', 'yh', 'trimss']","['temen', 'temen', 'iisma', 'ganti', 'akun', 'nih', 'rant', 'krn', 'gk', 'kepake', 'jd', 'baiknya', 'bub', 'ak', 'aja', 'yh', 'trimss']",temen temen iisma ganti akun nih rant krn gk kepake jd baik bub ak aja yh trimss
ps. akuu yang design using figma,ps akuu yang design using figma,ps akuu yang design using figma,"['ps', 'akuu', 'yang', 'design', 'using', 'figma']","['ps', 'akuu', 'design', 'using', 'figma']",ps akuu design using figma
@anahiejm Berankat sekampung wes,anahiejm Berankat sekampung wes,anahiejm berankat sekampung wes,"['anahiejm', 'berankat', 'sekampung', 'wes']","['anahiejm', 'berankat', 'sekampung', 'wes']",anahiejm berankat kampung wes
@pasipasipapaaa @IISMAfess sorry oot bundle det gabisa sharing 2 orang nder,pasipasipapaaa IISMAfess sorry oot bundle det gabisa sharing  orang nder,pasipasipapaaa iismafess sorry oot bundle det gabisa sharing  orang nder,"['pasipasipapaaa', 'iismafess', 'sorry', 'oot', 'bundle', 'det', 'gabisa', 'sharing', 'orang', 'nder']","['pasipasipapaaa', 'iismafess', 'sorry', 'oot', 'bundle', 'det', 'gabisa', 'sharing', 'orang', 'nder']",pasipasipapaaa iismafess sorry oot bundle det gabisa sharing orang nder
MAU IKUTAAAN⭐️ https://t.co/sS0DtH294j,MAU IKUTAAAN ,mau ikutaaan ,"['mau', 'ikutaaan']",['ikutaaan'],ikutaaan
Dua Ribuan Mahasiswa Lolos Beasiswa IISMA 2024 Ketua Program: Selamat Datang Generasi Indonesia Emas https://t.co/pBFHChdmgw #TempoCantika,Dua Ribuan Mahasiswa Lolos Beasiswa IISMA  Ketua Program Selamat Datang Generasi Indonesia Emas  TempoCantika,dua ribuan mahasiswa lolos beasiswa iisma  ketua program selamat datang generasi indonesia emas  tempocantika,"['dua', 'ribuan', 'mahasiswa', 'lolos', 'beasiswa', 'iisma', 'ketua', 'program', 'selamat', 'datang', 'generasi', 'indonesia', 'emas', 'tempocantika']","['ribuan', 'mahasiswa', 'lolos', 'beasiswa', 'iisma', 'ketua', 'program', 'selamat', 'generasi', 'indonesia', 'emas', 'tempocantika']",ribu mahasiswa lolos beasiswa iisma ketua program selamat generasi indonesia emas tempocantika
@letterjww Kannnn dah lama apalagi kalau u besok daftar iisma susah ketemu si,letterjww Kannnn dah lama apalagi kalau u besok daftar iisma susah ketemu si,letterjww kannnn dah lama apalagi kalau u besok daftar iisma susah ketemu si,"['letterjww', 'kannnn', 'dah', 'lama', 'apalagi', 'kalau', 'u', 'besok', 'daftar', 'iisma', 'susah', 'ketemu', 'si']","['letterjww', 'kannnn', 'dah', 'u', 'besok', 'daftar', 'iisma', 'susah', 'ketemu', 'si']",letterjww kannnn dah u besok daftar iisma susah ketemu si
Terimakasih pada awardees 2023 yg masih sering reminiscing iisma moments di timeline karena nunjukin kalo aku ga sendirian : ),Terimakasih pada awardees  yg masih sering reminiscing iisma moments di timeline karena nunjukin kalo aku ga sendirian  ,terimakasih pada awardees  yg masih sering reminiscing iisma moments di timeline karena nunjukin kalo aku ga sendirian  ,"['terimakasih', 'pada', 'awardees', 'yg', 'masih', 'sering', 'reminiscing', 'iisma', 'moments', 'di', 'timeline', 'karena', 'nunjukin', 'kalo', 'aku', 'ga', 'sendirian']","['terimakasih', 'awardees', 'yg', 'reminiscing', 'iisma', 'moments', 'timeline', 'nunjukin', 'kalo', 'ga']",terimakasih awardees yg reminiscing iisma moments timeline nunjukin kalo ga
